simulation_id,final_value,cagr
34372,1543829.6185663596,0.08237186290013598
34373,1732491.0692151447,0.08781118898766116
34374,2076960.2573536218,0.09642201430851727
34375,980258.7869233494,0.0612068190051227
34376,903901.027492681,0.05747165106221619
34377,1073344.0501520268,0.06540074856208822
34378,2149764.857448552,0.09806564028934406
34379,1599971.7841458726,0.08405413470453715
34380,1537015.2266266267,0.08216370405057227
34381,1664413.8066343525,0.08591686561863998
34382,2186848.799367059,0.09888248159555091
34383,1444153.939516125,0.07923553940407424
34384,1650593.6880990083,0.08552327042216246
34385,2039340.039031099,0.09555098314275745
34386,1617860.6859908577,0.0845783175856365
34387,1724585.9174913596,0.08759490995425101
34388,1528091.4548223938,0.08188977112336948
34389,1007605.0486270685,0.062477102696002706
34390,1409614.6994674585,0.07810025388931474
34391,876729.0105105466,0.05606927445939314
34392,1099818.2483408921,0.06653001744136389
34393,2544981.249651216,0.10615244001436519
34394,1709825.2044662503,0.08718851724988674
34395,1193680.3010578316,0.0703343886628156
34396,1203818.0388791945,0.07072801741527512
34397,854409.3446284645,0.05488587572288739
34398,924965.1559925643,0.05853131747942619
34399,1411068.1793547035,0.07814856264380166
34400,1109650.9328957587,0.0669428237282419
34401,1147990.496024005,0.06851970134191832
34402,1781396.3792378202,0.08912858012558122
34403,1178945.6684920134,0.06975653217712097
34404,988997.179040857,0.06161637962646238
34405,1523350.4732593438,0.08174361421632548
34406,645199.9335096357,0.042083119972616156
34407,1286667.502114963,0.07383097481909817
34408,1447265.303154878,0.07933652945459446
34409,1046523.3725280169,0.0642291994865658
34410,2032146.6011307633,0.09538268267288097
34411,887412.3423140912,0.05662554692972188
34412,1388136.2028646371,0.07738077224362905
34413,1498587.3537000092,0.08097306332792775
34414,3042015.3905499815,0.11476554991184518
34415,1155023.7423755557,0.06880349515114603
34416,1405314.7042915793,0.07795705710586676
34417,1214369.2110577067,0.07113434588954792
34418,891701.3351281825,0.05684707116673704
34419,1333264.5208282494,0.07549319253539544
34420,1829246.6824146789,0.09038448618667494
34421,1528547.0392994855,0.08190379321600672
34422,1207973.045067829,0.07088843289582702
34423,1122281.757694243,0.06746800039691281
34424,1879701.9423207478,0.09167517384145452
34425,2024484.430918176,0.09520278764123713
34426,1568053.4668629798,0.08310477904621405
34427,1648568.0618272352,0.08546531614795638
34428,1017694.5252162047,0.06293746395414002
34429,1404263.0403502372,0.07792197121554678
34430,1641472.7581078138,0.0852617770868116
34431,1599912.1875576088,0.08405237904643292
34432,2218242.8048877944,0.09956370118451074
34433,1175885.8049143676,0.0696356659270756
34434,741547.857453049,0.04840817555973831
34435,742899.2662039627,0.048491174369238
34436,1795155.9147791078,0.0894929943305558
34437,1563365.9897051402,0.08296380388178282
34438,903123.1193335003,0.05743206638006959
34439,1198249.0444686892,0.07051217838647661
34440,795878.1189153333,0.0516361400083436
34441,1732222.811271448,0.08780386513775484
34442,1128494.2070174173,0.06772423680447104
34443,1063747.8313033269,0.06498482814508999
34444,1743108.9830322978,0.08810020647432615
34445,1659523.178342322,0.08577793974282177
34446,2059293.89879873,0.09601487622788696
34447,1345444.3276459575,0.07591851034221486
34448,1453997.2945619978,0.07955433059197059
34449,860018.255946344,0.05518602022137653
34450,844930.2848768583,0.05437432124268371
34451,1206716.1945088638,0.07083996446115903
34452,1581996.0265911242,0.08352172924307122
34453,1226596.5882724547,0.07160102240210597
34454,1516175.6141994484,0.08152159516933843
34455,1628511.4825956763,0.0848877817547633
34456,1512305.3089470572,0.08140141471602691
34457,1110902.819687246,0.06699513048159544
34458,2053364.7354234678,0.09587748391279916
34459,1793970.6396498338,0.08946170827722155
34460,1207990.531738706,0.0708891069010742
34461,1832410.9455181118,0.09046642564748208
34462,1386814.6371498008,0.07733615570341668
34463,1624656.677584283,0.08477600262901008
34464,1400325.4958151898,0.07779038221643675
34465,1555499.087880651,0.0827262968142446
34466,1674386.4618351394,0.08619894854125287
34467,824700.2336723815,0.05326395547858298
34468,1017681.3788111701,0.06293686695716327
34469,1186730.4355542818,0.07006268703260465
34470,1528548.648852397,0.08190384274814067
34471,1445023.323143319,0.07926377918749061
34472,1173305.8461086885,0.06953352217762832
34473,1729843.243381761,0.08773885177988827
34474,1486956.5054164582,0.08060693477002756
34475,922029.0055748646,0.0583850024300947
34476,1277166.6290553561,0.07348500063476804
34477,1401153.2160828342,0.07781807319592304
34478,1880913.9390526684,0.09170576839832068
34479,707134.9635346424,0.04624439307070438
34480,1641755.80496357,0.08526991279782115
34481,1223046.427073857,0.07146598518123914
34482,1748489.2903635686,0.08824601513028263
34483,1702331.4112921082,0.086980911684585
34484,2183787.1032442367,0.09881554591110908
34485,1741270.1669805297,0.0880502750439025
34486,1938444.4702269712,0.09313674673249106
34487,1522311.115310864,0.08171151432452906
34488,1721275.635695791,0.08750406130772848
34489,945119.5714960869,0.0595238280363557
34490,1088502.2965412256,0.06605054723502812
34491,1299031.478429854,0.07427756779710548
34492,1041635.0692403263,0.06401258444205515
34493,1911153.6730773617,0.09246307100988482
34494,1504040.5809438084,0.0811437909839745
34495,1400659.7328176622,0.07780156583710385
34496,1672531.2685007062,0.08614659509757283
34497,907767.6761205788,0.05766792732511772
34498,717310.7833552689,0.04689452438690478
34499,1330727.1824555788,0.07540412129675067
34500,1462240.0279047005,0.07981969921981946
34501,1081358.0252357281,0.06574537464913655
34502,1142640.3028212092,0.0683027033322876
34503,1081429.6857416602,0.06574844524187617
34504,1591596.9002929972,0.08380680334966861
34505,1235884.7046557707,0.07195255311184945
34506,1385711.0087636323,0.07729886563400878
34507,1852215.182478849,0.09097620802867046
34508,969650.1084115774,0.06070488026477494
34509,1236874.9020393419,0.07198988029209241
34510,1499605.5192757517,0.08100498475529339
34511,1419901.3280608696,0.07844112702132344
34512,1424605.4206713801,0.07859622249336495
34513,975323.3950852626,0.060973955716194794
34514,1359886.1202236477,0.07641806987540911
34515,1704921.599538345,0.08705276808530304
34516,1132840.772078933,0.06790271261976288
34517,1341165.3658789939,0.07576951055055048
34518,1366595.3796868208,0.07664842745906864
